BOARD,FAMILY,NVDEC Generation,Desktop/ Mobile,# OF CHIPS,Total # of NVDEC,MPEG-1,MPEG-2,VC-1,VP8,VP9 4:2:0 8 Bit,VP9 4:2:0 10 Bit,VP9 4:2:0 12 Bit,H.264 (AVCHD) 4:2:0 8 Bit,H.264 (AVCHD) 4:2:0 10 Bit,H.264 (AVCHD) 4:2:2 8 Bit,H.264 (AVCHD) 4:2:2 10 Bit,H.265 (HEVC) 4:2:0 8 Bit,H.265 (HEVC) 4:2:0 10 Bit,H.265 (HEVC) 4:2:0 12 Bit,H.265 (HEVC) 4:2:2 8 Bit,H.265 (HEVC) 4:2:2 10 Bit,H.265 (HEVC) 4:4:4 8 Bit,H.265 (HEVC) 4:4:4 10 Bit,H.265 (HEVC) 4:4:4 12 Bit,AV1 8 Bit,AV1 10 Bit
NVIDIA RTX A4000 Laptop GPU,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX A4500 Laptop GPU,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX A5000 Laptop GPU,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX A5500 Laptop GPU,Ampere,5th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX A2000 12GB,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX A1000 6GB Laptop GPU,Ampere,5th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 500 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 1000 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 2000 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 3000 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 3500 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 4000 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 5000 Ada Generation Laptop GPU,Ada Lovelace,5th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 2000 Ada Generation,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 4000 SFF Ada Generation,Ada Lovelace,5th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 4000 Ada Generation,Ada Lovelace,5th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 4500 Ada Generation,Ada Lovelace,5th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 5000 Ada Generation,Ada Lovelace,5th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX 6000 Ada Generation,Ada Lovelace,5th Gen,D,1,3,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
NVIDIA RTX PRO 500 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 1000 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 2000 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 3000 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 4000 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 5000 Blackwell Generation Laptop GPU,Blackwell,6th Gen,M,1,3,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 4000 Blackwell,Blackwell,6th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 4500 Blackwell,Blackwell,6th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 5000 Blackwell,Blackwell,6th Gen,D,1,3,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition,Blackwell,6th Gen,D,1,4,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NVIDIA RTX PRO 6000 Blackwell Workstation Edition,Blackwell,6th Gen,D,1,4,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
